P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_ESI,P_SEMI_MAJOR_AXIS,P_PERIOD,P_ECCENTRICITY,P_FLUX,P_RADIUS,P_MASS,P_DENSITY,P_GRAVITY,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,S_TEMPERATURE,S_LUMINOSITY,S_TYPE_TEMP,S_TIDAL_LOCK
Kepler-137 b,Transit,Kepler,2014,0.29614904,0.077,8.436387,0,86.103053,1.47,2.76,0.86887455,1.2772456,775.98682,775.98682,876.35518,876.35518,5187,0.510505,K,0.44154667
Kepler-1229 b,Transit,Kepler,2016,0.62049439,0.3006,86.828989,0,0.32435608,1.4,2.54,0.92565598,1.2959184,192.24507,192.24507,217.1106,217.1106,3784,0.029308932,M,0.36261568
Kepler-144 b,Transit,Kepler,2014,0.28901536,0.066,5.885273,0,439.45269,1.33,2.33,0.99037803,1.3172028,1166.3469,1166.3469,1317.2056,1317.2056,6075,1.9142559,F,0.37094719
Kepler-1082 b,Transit,Kepler,2016,0.29221378,0.0257,1.5432066,0,3119.8503,1.12,1.46,1.0391992,1.1639031,1903.8518,1903.8518,2150.1015,2150.1015,5923,2.0606299,G,0.48355798
Kepler-1531 b,Transit,Kepler,2016,0.29227235,0.022,1.1385434,0,4160.5873,1.11,1.41,1.0309798,1.1443876,2045.9187,2045.9187,2310.5437,2310.5437,6260,2.0137242,F,0.44677173
Kepler-1524 b,Transit,Kepler,2016,0.31487813,0.3392,70.96746,0,8.5721214,3.54,12.3,0.27726518,0.98151872,435.88486,435.88486,492.26346,492.26346,6179,0.98627949,F,0.44962682
Kepler-137 c,Transit,Kepler,2014,0.30383313,0.13,18.735753,0,30.207396,1.88,4.19,0.63058041,1.1854912,597.21132,597.21132,674.45635,674.45635,5187,0.510505,K,0.44154667
Kepler-434 b,Transit,Kepler,2015,0.07673068,0.1143,12.87471,0.131,165.06931,12.67,908.96,0.44690471,5.6622826,856.7326,977.38733,967.54484,1103.8054,5977,2.1379621,G,0.4789556
Kepler-505 b,Transit,Kepler,2016,0.47235084,0.1445,27.52198,0,3.9926782,2.6,7.27,0.41363223,1.0754438,360.09392,360.09392,406.6695,406.6695,3931,0.083368118,K,0.35505332
Kepler-539 b,Transit,Kepler,2016,0.30746119,0.4988,125.63243,0.39,3.8016733,8.373,308.2951,0.52519834,4.3974857,295.54872,446.14042,333.77584,503.8455,5820,0.87096359,G,0.35792731
WASP-182 b,Transit,WASP-South,2019,0.091575149,0.0451,3.3769848,0,702.50095,9.528,47.03884,0.054381522,0.51814714,1311.4793,1311.4793,1481.1098,1481.1098,5638,1.428894,G,0.49409438
Kepler-1285 b,Transit,Kepler,2016,0.30028264,0.1268,14.796746,0,188.26149,0.97,0.871,0.95433962,0.92570943,943.60467,943.60467,1065.6532,1065.6532,6170,3.0269134,F,0.44996013
Kepler-235 c,Transit,Kepler,2014,0.358722,0.065,7.824904,0,18.714287,1.28,2.18,1.039505,1.3305664,529.83791,529.83791,598.36867,598.36867,4255,0.079067863,M,0.40215429
CoRoT-12 b,Transit,CoRoT,2010,0.057985974,0.04016,2.828042,0.07,730.26289,16.14,291.438,0.069316334,1.1187656,1279.4136,1372.3389,1444.8966,1549.8412,5675,1.1748976,G,0.49879587
TOI-954 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.090618599,0.04963,3.6849729,0.14,1405.4319,9.55,55.30242,0.063494195,0.60636956,1457.2201,1677.7542,1645.7011,1894.7598,5710,3.4276779,G,0.51441464
TOI-559 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.075795054,0.0723,6.9839095,0.151,326.38628,12.229,1910.1487,1.0444661,12.772776,1006.3357,1171.7278,1136.4981,1323.2824,5925,1.686553,G,0.49726596
Kepler-518 b,Transit,Kepler,2016,0.25871038,0.081,8.5120359,0,139.00485,2.11,5.1,0.54290371,1.1455268,874.69612,874.69612,987.83182,987.83182,5842,0.91201084,G,0.37099741
Kepler-289 b,Transit,Kepler,2014,0.29604546,0.21,34.545,0,26.095247,2.15,7.3,0.73452652,1.579232,575.75811,575.75811,650.22831,650.22831,5990,1.1508004,G,0.34160035
Kepler-321 b,Transit,Kepler,2014,0.27057506,0.057,4.915379,0,302.16927,1.77,3.78,0.68166658,1.2065498,1062.0924,1062.0924,1199.4664,1199.4664,5740,0.98174794,G,0.40850273
Kepler-1542 d,Transit,Kepler,2016,0.29596655,0.0632,5.9927374,0,294.14796,0.87,0.59,0.89597162,0.77949531,1054.9726,1054.9726,1191.4257,1191.4257,5564,1.1748976,G,0.50071321
Kepler-155 c,Transit,Kepler,2014,0.72876715,0.242,52.661793,0,1.0528567,2.24,5.65,0.5026948,1.1260364,258.04297,258.04297,291.41898,291.41898,4508,0.0616595,M,0.36814408
WASP-59 b,Transit,SuperWASP,2012,0.1292804,0.0697,7.919585,0.1,33.244273,8.687,274.276,0.41838715,3.6345292,582.48799,643.96471,657.82866,727.25694,4650,0.16069413,K,0.28564766
K2-95 b,Transit,K2,2016,0.32504198,0.0525,10.134645,0.16,8.517512,3.31,11,0.30332535,1.0040069,402.75511,473.29336,454.84861,534.51048,3566,0.023173946,M,0.25551945
Kepler-79 e,Transit,Kepler,2014,0.26865511,0.386,81.0659,0.012,14.752196,3.49,4.1,0.096451187,0.33661464,496.26746,502.25883,560.45612,567.22243,6174,2.1978599,F,0.46314097
Kepler-806 b,Transit,Kepler,2016,0.29460112,0.0764,8.0921964,0,437.33404,1.14,1.55,1.0462059,1.1926747,1164.9386,1164.9386,1315.6151,1315.6151,5770,2.5527013,G,0.50166468
Kepler-217 b,Transit,Kepler,2014,0.24434166,0.065,5.374943,0,1343.3008,2.23,5.6,0.50497914,1.1261035,1542.2083,1542.2083,1741.6819,1741.6819,6171,5.6754461,F,0.43905515
Kepler-267 d,Transit,Kepler,2014,0.59200638,0.154,28.464515,0,2.4886198,2.27,5.77,0.49328538,1.1197578,319.95533,319.95533,361.33927,361.33927,4258,0.059020108,M,0.35562648
Kepler-676 b,Transit,Kepler,2016,0.34485552,0.0798,11.598222,0,7.9614875,3.04,9.48,0.33743303,1.0257964,427.90589,427.90589,483.25246,483.25246,3701,0.050699071,M,0.36404316
Kepler-954 b,Transit,Kepler,2016,0.30349949,0.118,16.781766,0,19.24137,2.32,5.99,0.47969243,1.1128864,533.52983,533.52983,602.53811,602.53811,4990,0.26791683,K,0.41038934
Kepler-54 d,Transit,Kepler,2014,0.60488086,0.126,20.995694,0,3.1496254,1.53,2.96,0.82645159,1.2644709,339.36296,339.36296,383.25713,383.25713,4252,0.050003453,M,0.4455254
Kepler-513 b,Transit,Kepler,2016,0.27910757,0.1789,28.862356,0,37.478251,2.2,5.48,0.51465064,1.1322314,630.29598,630.29598,711.82027,711.82027,5849,1.1994993,G,0.4784303
Kepler-80 c,Transit,Kepler,2012,0.26547887,0.0792,9.52355,0,27.073826,2.74,6.74,0.32764852,0.89775694,581.08159,581.08159,656.24035,656.24035,4540,0.16982437,K,0.36155202
TOI-132 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.19523969,0.026,2.1097019,0.059,888.81323,3.42,22.4,0.55997637,1.9151192,1351.0302,1433.2377,1525.7763,1618.6168,5397,0.59979108,G,0.48175951
Kepler-956 b,Transit,Kepler,2016,0.21340171,0.0596,5.2486726,0,317.32733,3,9.27,0.34333333,1.03,1075.1686,1075.1686,1214.234,1214.234,6040,1.1271975,F,0.45437104
Kepler-988 b,Transit,Kepler,2016,0.40359153,0.1085,17.760801,0,7.6232563,2.07,4.94,0.55694962,1.1528857,423.28691,423.28691,478.03605,478.03605,4005,0.089742879,K,0.35505332
Kepler-1213 b,Transit,Kepler,2016,0.29252119,0.0635,5.3498241,0,615.81824,1.19,1.81,1.0740826,1.2781583,1269.0036,1269.0036,1433.1401,1433.1401,6050,2.4831331,F,0.45981313
Kepler-321 c,Transit,Kepler,2014,0.25502639,0.11,13.093921,0,81.136194,2.32,5.99,0.47969243,1.1128864,764.54555,764.54555,863.43406,863.43406,5740,0.98174794,G,0.40850273
Kepler-1382 b,Transit,Kepler,2016,0.26772251,0.1404,16.358306,0,189.35021,1.88,4.19,0.63058041,1.1854912,944.96594,944.96594,1067.1905,1067.1905,6161,3.7325016,F,0.46913005
Kepler-363 d,Transit,Kepler,2014,0.25873471,0.107,11.932125,0,202.41022,2.05,4.86,0.56412414,1.1564545,960.85493,960.85493,1085.1347,1085.1347,5593,2.3173946,G,0.48683555
Kepler-211 c,Transit,Kepler,2014,0.30106478,0.062,6.04045,0,100.5117,1.29,18.3,8.524756,10.996935,806.59192,806.59192,910.91882,910.91882,5123,0.38636698,K,0.37155886
Kepler-521 b,Transit,Kepler,2016,0.21016895,0.1699,22.208132,0,162.41018,3.18,10.2,0.31718951,1.0086626,909.39596,909.39596,1027.0198,1027.0198,6406,4.6881338,F,0.43417329
Kepler-942 b,Transit,Kepler,2016,0.46657591,0.2298,44.964175,0,4.9237949,2.13,5.18,0.53603229,1.1417488,379.4676,379.4676,428.54902,428.54902,4861,0.26001596,K,0.42306703
HD 18599 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.23366928,0.048,4.1374354,0.34,171.86726,2.6,24.1,1.371188,3.5650888,784.65129,1118.0394,886.14033,1262.6499,5145,0.37239171,K,0.29201219
TOI-4127 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.10368593,0.3081,56.39879,0.7471,32.808268,12.285,731.00534,0.39427121,4.8436218,416.48079,1094.6605,470.34961,1236.247,6096,2.0701413,F,0.49781359
Kepler-1444 b,Transit,Kepler,2016,0.29492493,0.2015,33.42035,0,25.849366,2.18,5.39,0.52025862,1.1341638,574.39703,574.39703,648.69118,648.69118,5810,1.0495424,G,0.46905795
CoRoT-17 b,Transit,CoRoT,2011,0.078625359,0.0461,3.7681,0,640.61654,11.43,772.29,0.51718,5.9113674,1281.5904,1281.5904,1447.355,1447.355,5740,1.3614447,G,0.53802185
Kepler-33 b,Transit,Kepler,2011,0.26929614,0.0677,5.66793,0,784.91506,1.74,3.68,0.69855414,1.2154842,1348.3585,1348.3585,1522.759,1522.759,5904,3.5974934,G,0.49601261
Kepler-1309 b,Transit,Kepler,2016,0.36739767,0.1679,28.843265,0,8.8490899,2.37,6.21,0.46649454,1.1055921,439.36389,439.36389,496.19247,496.19247,5235,0.24945947,K,0.43162089
Kepler-342 c,Transit,Kepler,2014,0.27264538,0.185,26.234138,0,82.919475,1.96,4.5,0.59764639,1.1713869,768.71233,768.71233,868.13978,868.13978,6175,2.837919,F,0.43513102
Kepler-1505 b,Transit,Kepler,2016,0.32636108,0.1862,30.860937,0,40.648137,0.93,0.749,0.93117857,0.86599607,643.22049,643.22049,726.41647,726.41647,5686,1.4092888,G,0.38147022
Kepler-1270 b,Transit,Kepler,2016,0.19843598,0.0663,6.033562,0,1174.8244,3.32,11,0.3005927,0.99796777,1491.3959,1491.3959,1684.2973,1684.2973,5047,5.1641637,K,0.49664005
Kepler-1542 c,Transit,Kepler,2016,0.27893939,0.0389,2.8922302,0,776.4273,0.65,0.208,0.75739645,0.49230769,1344.6985,1344.6985,1518.6256,1518.6256,5564,1.1748976,G,0.50071321
WASP-185 b,Transit,WASP-South,2019,0.067512295,0.0904,9.38755,0.24,325.49588,14.011,311.4734,0.11324357,1.5866557,964.50537,1231.9943,1089.2573,1391.344,5900,2.5822602,G,0.50880906
Kepler-42 c,Transit,Kepler,2011,0.30498546,0.006,0.45328509,0,66.634248,0.73,0.315,0.80973325,0.59110527,727.82017,727.82017,821.95851,821.95851,3068,0.002398833,M,0.23284917
Kepler-446 c,Transit,Kepler,2015,0.46721082,0.0283,3.036179,0,7.0538648,1.11,1.41,1.0309798,1.1443876,415.15139,415.15139,468.84825,468.84825,3359,0.00564937,M,0.26881668
CoRoT-31 b,Transit,CoRoT,2020,0.05728074,0.0586,4.62941,0.02,728.2687,16.365,266.9772,0.060915266,0.99687833,1310.2399,1336.7121,1479.7101,1509.6062,5700,2.5003454,G,0.49874416
Kepler-1007 b,Transit,Kepler,2016,0.29324395,0.048,5.1850021,0,117.3593,1.44,2.67,0.8941776,1.2876157,838.45371,838.45371,946.90171,946.90171,4587,0.27039584,K,0.40865341
Kepler-327 b,Transit,Kepler,2014,0.31321964,0.029,2.549575,0,65.343742,1.11,1.41,1.0309798,1.1443876,724.27036,724.27036,817.94956,817.94956,3799,0.054954087,M,0.36072535
CoRoT-23 b,Transit,CoRoT,2011,0.076994975,0.048,3.6313,0.16,537.21594,11.77,889.9,0.54577271,6.4237448,1135.0111,1333.7961,1281.8166,1506.3131,5900,1.2217997,G,0.51929627
Kepler-512 b,Transit,Kepler,2016,0.25863938,0.2194,34.43588,0,34.160699,2.69,7.7,0.3955796,1.0641091,615.85915,615.85915,695.51613,695.51613,5997,1.6443717,G,0.46922083
TOI-181 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.12747148,0.0539,4.532,0.1543,103.76597,6.956,46.1687,0.13717309,0.95417602,754.47696,881.44894,852.06316,995.45807,4994,0.29785164,K,0.44350149
EPIC 211822797 b,Transit,K2,2016,0.48103316,0.1195,21.170196,0.06,4.9322755,1.92,4.35,0.61459012,1.180013,368.56392,391.38288,416.23504,442.00547,4057,0.070307232,M,0.29328729
NGTS-8 b,Transit,Paranal Observatory,2019,0.074699599,0.035,2.4997,0.01,503.36803,12.218,295.5819,0.16206061,1.9800566,1200.6184,1212.6852,1355.9098,1369.5374,5241,0.616595,K,0.52407158
Kepler-1219 b,Transit,Kepler,2016,0.25187874,0.1418,16.104677,0,419.41846,2.12,5.14,0.53945539,1.1436454,1152.8202,1152.8202,1301.9293,1301.9293,5944,8.4333476,G,0.49272933
Kepler-115 b,Transit,Kepler,2014,0.29334042,0.036,2.403679,0,1280.5455,1.09,1.32,1.0192822,1.1110176,1523.8719,1523.8719,1720.9738,1720.9738,5979,1.6595869,G,0.48612342
Kepler-1439 b,Transit,Kepler,2016,0.43269579,0.0594,8.0739285,0,8.09892,1.46,2.73,0.87721102,1.2807281,429.7407,429.7407,485.32459,485.32459,3578,0.028575905,M,0.34893391
Kepler-1602 b,Transit,Kepler,2016,0.29555545,0.1074,11.179316,0,137.71823,1.34,2.36,0.98083873,1.3143239,872.66502,872.66502,985.53801,985.53801,6296,1.5885467,F,0.4456122
Kepler-296 d,Transit,Kepler,2014,0.62067996,0.118,19.850291,0.33,2.3565289,2.09,5.02,0.54987612,1.1492411,269.76331,380.07675,304.65527,429.23697,3740,0.030974193,M,0.44026819
Kepler-1580 b,Transit,Kepler,2016,0.26545765,0.323,56.644928,0,80.834165,2.11,5.1,0.54290371,1.1455268,763.83305,763.83305,862.62941,862.62941,6228,8.4333476,F,0.48145171
Kepler-211 b,Transit,Kepler,2014,0.29655699,0.048,4.138575,0,167.694,1.26,2.13,1.0647998,1.3416478,916.70392,916.70392,1035.273,1035.273,5123,0.38636698,K,0.37155886
Kepler-133 b,Transit,Kepler,2014,0.27021884,0.083,8.129976,0,373.11595,1.76,3.75,0.68784924,1.2106147,1119.5943,1119.5943,1264.4058,1264.4058,5736,2.5703958,G,0.52313391
Kepler-322 c,Transit,Kepler,2014,0.27785792,0.051,4.337234,0,198.08868,1.67,3.43,0.73645244,1.2298756,955.68467,955.68467,1079.2957,1079.2957,5388,0.51522864,G,0.54014304
Kepler-33 e,Transit,Kepler,2011,0.18995141,0.2138,31.7844,0,78.701788,4.02,5.57,0.085738728,0.34466969,758.74503,758.74503,856.88328,856.88328,5904,3.5974934,G,0.49601261
HATS-37 A b,Transit,HATSouth,2020,0.12383634,0.04913,4.3315366,0,229.77696,6.793,31.46517,0.10037955,0.68187827,991.80508,991.80508,1120.088,1120.088,5326,0.55462571,G,0.50681412
Kepler-475 b,Transit,Kepler,2016,0.237141,0.0399,3.1055082,0,215.80138,2.49,6.76,0.43787349,1.090305,976.36738,976.36738,1102.6535,1102.6535,5009,0.34355795,K,0.40118963
Kepler-1319 b,Transit,Kepler,2016,0.3178378,0.0296,2.8867627,0.33,42.213694,1.34,2.36,0.98083873,1.3143239,554.9809,781.92744,626.76371,883.06417,3655,0.034914032,M,0.39019637
Kepler-391 c,Transit,Kepler,2014,0.19731401,0.161,20.485435,0,161.9378,3.54,12.3,0.27726518,0.98151872,908.73399,908.73399,1026.2722,1026.2722,4940,4.1975898,K,0.52418452
Kepler-140 c,Transit,Kepler,2014,0.38294512,0.414,91.353282,0,10.399185,1.8,3.89,0.6670096,1.2006173,457.45622,457.45622,516.62492,516.62492,6077,1.7823788,F,0.36689171
Kepler-340 c,Transit,Kepler,2014,0.20091968,0.178,22.824669,0,232.35927,3.37,11.3,0.29524921,0.99498983,994.57997,994.57997,1123.2218,1123.2218,6620,7.362071,F,0.44104656
Kepler-369 b,Transit,Kepler,2014,0.32421746,0.03,2.732756,0,42.243266,1.13,1.51,1.0465057,1.1825515,649.44007,649.44007,733.44051,733.44051,3591,0.03801894,M,0.36022251
Kepler-391 b,Transit,Kepler,2014,0.20376217,0.082,7.416755,0,624.26976,3.2,10.3,0.31433105,1.0058594,1273.3353,1273.3353,1438.0321,1438.0321,4940,4.1975898,K,0.48285462
CoRoT-22 b,Transit,CoRoT,2014,0.16236543,0.092,9.75598,0.077,122.38146,4.88,12.2,0.1049785,0.51229508,815.82676,881.2618,921.34812,995.24672,5939,1.0327614,G,0.45058292
K2-139 b,Transit,K2,2017,0.15793634,0.1796,28.380619,0.12,15.686895,9.11,123.00021,0.1626862,1.4820713,478.17573,539.45498,540.02435,609.22963,5370,0.50234259,K,0.38921897
K2-280 b,Transit,K2,2018,0.12579262,0.1461,19.89526,0.35,69.036061,7.5,37.1,0.087940741,0.65955556,621.73844,896.02045,702.15587,1011.9143,5500,1.3803843,G,0.52066124
K2-146 c,Transit,K2,2019,0.33244369,0.0327,4.00498,0.075,14.064665,2.19,7.49,0.71309842,1.5616855,475.46834,512.5721,536.96677,578.86965,3385,0.014996848,M,0.32326435
Kepler-537 b,Transit,Kepler,2016,0.28570666,0.0442,3.2475552,0,467.9026,1.41,2.57,0.91680249,1.2926915,1184.7823,1184.7823,1338.0255,1338.0255,5763,0.91411324,G,0.38926686
Kepler-313 c,Transit,Kepler,2014,0.25418411,0.208,32.273273,0,47.410368,2.57,7.13,0.42003953,1.0795016,668.44864,668.44864,754.9077,754.9077,5727,2.0511622,G,0.50280509
CoRoT-4 b,Transit,CoRoT,2008,0.072753402,0.09,9.20205,0,189.02314,13.34,228.83,0.096392994,1.2858825,944.55762,944.55762,1066.7294,1066.7294,6190,1.5310875,F,0.37587563
Kepler-1339 b,Transit,Kepler,2016,0.2832918,0.0234,1.3415551,0,2815.5827,0.71,0.285,0.79628735,0.56536402,1855.6317,1855.6317,2095.6444,2095.6444,5586,1.5417005,G,0.4672581
Wolf 327 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2024,0.29481881,0.01,0.5734745,0,234.42288,1.24,2.53,1.3269528,1.6454214,996.7809,996.7809,1125.7074,1125.7074,3542,0.023442288,M,0.33621475
Kepler-1171 b,Transit,Kepler,2016,0.22812402,0.0284,1.4425922,0,9169.873,2.56,7.08,0.42200089,1.0803223,2492.8178,2492.8178,2815.246,2815.246,7044,7.3960528,F,0.4380256
K2-24 c,Transit,K2,2016,0.1547089,0.247,42.3391,0.07,23.641375,7.5,15.4,0.036503704,0.27377778,542.6994,582.1163,612.8937,657.40889,5625,1.4387986,G,0.48004409
HD 221416 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,0.096175379,0.1228,14.2767,0.115,343.94912,9.17,60.5,0.078459831,0.71947665,1037.2014,1164.2035,1171.356,1314.7849,5080,5.1522864,K,0.49680502
Kepler-1705 c,Transit,Kepler,2021,0.25838466,0.10280572,11.28,0.028,213.86305,2.05,5.42,0.6291261,1.2897085,960.71488,988.00226,1084.9765,1115.7933,6312,2.2594358,F,0.43793509
KOI-4777.01,Transit,Kepler,2014,0.26034138,0.008,0.412,0,357.94807,0.51,99.2,747.827,381.39177,1108.0382,1108.0382,1251.355,1251.355,3515,0.022908677,M,0.33483392
Kepler-381 c,Transit,Kepler,2014,0.29765481,0.117,13.391635,0,238.57684,1.12,1.46,1.0391992,1.1639031,1001.1676,1001.1676,1130.6615,1130.6615,6152,3.2658783,F,0.44491199
Kepler-402 c,Transit,Kepler,2014,0.28016372,0.068,6.124821,0,345.12957,1.56,3.05,0.8033893,1.2532873,1097.9821,1097.9821,1239.9982,1239.9982,6090,1.5958791,F,0.39641078
Kepler-296 e,Transit,Kepler,2014,0.85187076,0.169,34.14211,0.33,1.0006066,1.53,2.96,0.82645159,1.2644709,217.76122,306.80961,245.92708,346.49324,3740,0.026977394,M,0.36065314
TOI-532 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.14653403,0.0296,2.3266508,0,91.709976,5.82,61.5,0.31196521,1.8156375,788.32238,788.32238,890.28625,890.28625,3927,0.080352612,K,0.42739347
TOI-1064 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.26984246,0.09429,12.226574,0.088,26.900284,2.651,2.5,0.13418712,0.35573005,555.65144,606.90326,627.52099,685.40187,4734,0.23823195,K,0.47217164
Kepler-363 b,Transit,Kepler,2014,0.29235675,0.048,3.614568,0,1005.8137,1.16,1.65,1.0570852,1.2262188,1434.5943,1434.5943,1620.1488,1620.1488,5593,2.3173946,G,0.48683555
Kepler-342 d,Transit,Kepler,2014,0.2573588,0.242,39.459357,0,48.458422,2.49,6.76,0.43787349,1.090305,672.11258,672.11258,759.04555,759.04555,6175,2.837919,F,0.43513102
Kepler-1035 b,Transit,Kepler,2016,0.29202374,0.0386,2.7140775,0,1085.9889,1.17,1.71,1.0676737,1.2491782,1462.3659,1462.3659,1651.5125,1651.5125,5763,1.61808,G,0.45605594
Kepler-352 c,Transit,Kepler,2014,0.3398446,0.118,16.332995,0,26.560484,1.24,2.07,1.0856886,1.3462539,578.30734,578.30734,653.10727,653.10727,5212,0.36982818,K,0.4136558
Kepler-652 b,Transit,Kepler,2016,0.23724053,0.0503,4.1820025,0,212.25798,2.49,6.76,0.43787349,1.090305,972.33455,972.33455,1098.0991,1098.0991,5490,0.5370318,G,0.37802951
Kepler-340 b,Transit,Kepler,2014,0.23248744,0.134,14.844387,0,410.00618,2.53,6.94,0.42854646,1.0842225,1146.2974,1146.2974,1294.5628,1294.5628,6620,7.362071,F,0.44104656
Kepler-261 c,Transit,Kepler,2014,0.34405028,0.156,24.570858,0,13.891553,2,4.66,0.5825,1.165,491.79874,491.79874,555.4094,555.4094,5098,0.33806484,K,0.43155177
K2-32 b,Transit,K2,2016,0.15825801,0.0795,8.992,0.03,80.068421,5.299,15,0.10081137,0.53419943,750.75379,773.62461,847.85843,873.68743,5271,0.50582466,G,0.47444811
Kepler-217 d,Transit,Kepler,2016,0.28682781,0.0505,3.8868952,0,2225.4469,1.32,2.3,1.0000139,1.3200184,1749.6614,1749.6614,1975.9677,1975.9677,6341,5.6754461,F,0.46679298
Kepler-135 c,Transit,Kepler,2014,0.29626911,0.103,11.448708,0,264.43903,1.16,1.65,1.0570852,1.2262188,1027.2617,1027.2617,1160.1307,1160.1307,6090,2.8054336,F,0.45245812
Kepler-1365 b,Transit,Kepler,2016,0.29526055,0.075,7.6999348,0,473.01779,0.92,0.721,0.92591641,0.8518431,1188.0072,1188.0072,1341.6675,1341.6675,5770,2.6607251,G,0.48262638
Kepler-1193 b,Transit,Kepler,2016,0.28721182,0.0403,2.8326521,0,1381.6241,1.32,2.3,1.0000139,1.3200184,1553.092,1553.092,1753.9734,1753.9734,5908,2.2438819,G,0.48010811
Kepler-443 b,Transit,Kepler,2015,0.71460424,0.495,177.6693,0.11,0.89008833,2.33,6.04,0.47749538,1.1125642,234.4961,261.87986,264.82649,295.75216,4723,0.21677041,K,0.39278998
Kepler-33 c,Transit,Kepler,2011,0.20665889,0.1189,13.17562,0,254.46982,3.2,0.39,0.011901855,0.038085937,1017.4399,1017.4399,1149.0385,1149.0385,5904,3.5974934,G,0.49601261
Kepler-398 b,Transit,Kepler,2014,0.3099155,0.044,4.081423,0,79.816862,0.93,0.749,0.93117857,0.86599607,761.41841,761.41841,859.90244,859.90244,4493,0.15452544,K,0.35705238
Kepler-439 b,Transit,Kepler,2015,0.65872447,0.563,178.1396,0.03,1.8330687,2.24,5.65,0.5026948,1.1260364,292.02962,300.92595,329.80156,339.84858,5431,0.58076442,G,0.47636643
Kepler-1152 b,Transit,Kepler,2016,0.29990374,0.0223,1.6468019,0,160.8386,0.87,0.59,0.89597162,0.77949531,907.18796,907.18796,1024.5262,1024.5262,3964,0.079983426,K,0.36063453
Kepler-1304 b,Transit,Kepler,2016,0.24483184,0.1202,16.128885,0,301.43319,2.29,5.86,0.4879678,1.1174463,1061.445,1061.445,1198.7353,1198.7353,5259,4.3551187,K,0.43826702
Kepler-643 b,Transit,Kepler,2016,0.090533414,0.126,16.338896,0.37,203.81134,10.16,321.0083,0.30608013,3.1097741,807.33569,1190.5405,911.7588,1344.5284,4908,3.0060763,K,0.54142992
Kepler-69 c,Transit,Kepler,2013,0.70366857,0.64,242.4613,0.14,1.972143,1.71,3.57,0.71396987,1.2208885,282.03779,324.72109,318.51736,366.72145,5638,0.79983426,G,0.48781767
Kepler-1455 b,Transit,Kepler,2016,0.69727869,0.2149,49.276764,0,1.5650462,2.16,5.31,0.52690615,1.1381173,284.92562,284.92562,321.77872,321.77872,4075,0.07227698,K,0.38700039
Kepler-1581 b,Transit,Kepler,2016,0.29113212,0.0674,6.2838549,0,541.60193,0.8,0.437,0.85351562,0.6828125,1228.9091,1228.9091,1387.8597,1387.8597,6022,2.4603676,F,0.47132469
Kepler-1533 b,Transit,Kepler,2016,0.38948648,0.9625,308.5471,0,4.9567672,3.46,11.8,0.28487459,0.98566608,380.10129,380.10129,429.26468,429.26468,6431,4.5919801,F,0.4460559
Kepler-1627 b,Transit,Kepler,2016,0.19492522,0.0643,7.2028365,0,120.38657,3.69,13.2,0.26272103,0.96944059,843.80914,843.80914,952.94982,952.94982,5445,0.49773708,G,0.44167779
Kepler-395 b,Transit,Kepler,2014,0.37054234,0.061,7.054346,0,17.192551,1.03,1.08,0.98835299,1.0180036,518.72215,518.72215,585.81516,585.81516,4262,0.063973484,K,0.32989474
Kepler-235 e,Transit,Kepler,2014,0.67069003,0.213,46.183669,0,1.7427729,2.22,5.56,0.50817801,1.1281552,292.69136,292.69136,330.5489,330.5489,4255,0.079067863,M,0.40215429
Kepler-267 b,Transit,Kepler,2014,0.28602336,0.037,3.353728,0,43.111839,1.98,37.9,4.8825156,9.6673809,652.75296,652.75296,737.18189,737.18189,4258,0.059020108,M,0.35562648
Kepler-436 b,Transit,Kepler,2015,0.61818164,0.339,64.00205,0.19,1.7643495,2.73,7.9,0.38827475,1.0599901,267.90226,324.71874,302.55351,366.71879,4651,0.19906733,K,0.38682927
Kepler-42 b,Transit,Kepler,2011,0.36193802,0.0116,1.2137672,0.04,17.841515,0.78,0.399,0.840793,0.65581854,513.27965,534.2384,579.66871,603.33832,3068,0.002398833,M,0.23284917
Kepler-356 b,Transit,Kepler,2014,0.27726043,0.057,4.612696,0,889.71372,1.57,3.09,0.79847169,1.2536006,1391.2728,1391.2728,1571.224,1571.224,6133,2.8906799,F,0.44031054
Kepler-52 d,Transit,Kepler,2014,0.57601114,0.182,36.445171,0,3.0468931,1.95,4.46,0.60149362,1.1729126,336.56118,336.56118,380.09296,380.09296,4263,0.10092529,M,0.3684729
Kepler-79 c,Transit,Kepler,2012,0.20298958,0.187,27.4029,0.03,62.879967,3.72,5.9,0.11461018,0.42634987,706.74101,728.27104,798.15292,822.4677,6174,2.1978599,F,0.46314097
